student_id,name,faculty,major,year_enrolled,current_year,gpa,status,scholarship,age,gender,city
STUD0234,Student_234,Fakultas Teknik,Kedokteran,2023,Freshman,2.56,Active,None,22,Male,Bandung
STUD0235,Student_235,Fakultas Sastra,Sastra Inggris,2022,Junior,3.02,Active,None,18,Female,Surabaya
STUD0236,Student_236,Fakultas Ekonomi,Teknik Informatika,2022,Senior,3.54,Active,Academic,22,Male,Banjarmasin
STUD0237,Student_237,Fakultas Kedokteran,Kedokteran,2021,Senior,3.62,Active,Academic,20,Male,Makassar
STUD0238,Student_238,Fakultas Ilmu Komputer,Teknik Informatika,2018,Sophomore,3.01,Active,None,19,Male,Yogyakarta
STUD0239,Student_239,Fakultas Hukum,Akuntansi,2022,Sophomore,1.67,Active,Need-based,18,Male,Denpasar
STUD0240,Student_240,Fakultas Hukum,Manajemen,2022,Senior,3.33,Active,None,20,Male,Denpasar
STUD0241,Student_241,Fakultas Sastra,Manajemen,2023,Senior,2.99,Inactive,None,22,Male,Surabaya
STUD0242,Student_242,Fakultas Hukum,Sastra Inggris,2019,Junior,3.21,Active,None,19,Female,Makassar
STUD0243,Student_243,Fakultas Sastra,Sistem Informasi,2023,Freshman,3.85,Active,None,20,Male,Makassar
STUD0244,Student_244,Fakultas Hukum,Ilmu Hukum,2021,Freshman,3.05,Graduated,None,24,Male,Semarang
STUD0245,Student_245,Fakultas Teknik,Sastra Inggris,2023,Junior,3.77,Active,None,18,Female,Palembang
STUD0246,Student_246,Fakultas Kedokteran,Sastra Inggris,2021,Junior,3.74,Active,None,19,Male,Semarang
STUD0247,Student_247,Fakultas Ilmu Komputer,Manajemen,2018,Senior,3.83,Active,None,20,Male,Makassar
STUD0248,Student_248,Fakultas Teknik,Manajemen,2018,Senior,2.92,Active,Academic,20,Male,Medan
STUD0249,Student_249,Fakultas Ekonomi,Manajemen,2019,Sophomore,3.09,Active,None,21,Female,Denpasar
STUD0250,Student_250,Fakultas Kedokteran,Sastra Inggris,2018,Junior,2.94,Active,None,18,Male,Bandung
STUD0251,Student_251,Fakultas Ilmu Komputer,Sistem Informasi,2022,Freshman,3.97,Active,None,20,Female,Makassar
STUD0252,Student_252,Fakultas Ilmu Komputer,Kedokteran,2020,Senior,3.1,Active,Academic,22,Male,Bandung
STUD0253,Student_253,Fakultas Ekonomi,Akuntansi,2020,Senior,3.71,Active,None,18,Male,Bandung
STUD0254,Student_254,Fakultas Ekonomi,Teknik Elektro,2022,Sophomore,3.31,Active,None,18,Male,Jakarta
STUD0255,Student_255,Fakultas Ekonomi,Ilmu Hukum,2018,Sophomore,3.55,Active,None,20,Male,Surabaya
STUD0256,Student_256,Fakultas Kedokteran,Sastra Inggris,2020,Junior,3.51,Inactive,None,23,Female,Medan
STUD0257,Student_257,Fakultas Teknik,Akuntansi,2020,Freshman,2.94,Active,Academic,23,Female,Semarang
STUD0258,Student_258,Fakultas Ekonomi,Teknik Informatika,2021,Junior,3.47,Inactive,Academic,22,Female,Yogyakarta
STUD0259,Student_259,Fakultas Ilmu Komputer,Sastra Inggris,2023,Freshman,3.11,Inactive,Sports,19,Male,Medan
STUD0260,Student_260,Fakultas Ekonomi,Teknik Elektro,2022,Junior,4.0,Active,None,20,Female,Surabaya
STUD0261,Student_261,Fakultas Teknik,Manajemen,2021,Senior,2.87,Active,Academic,20,Male,Makassar
STUD0262,Student_262,Fakultas Ekonomi,Sastra Inggris,2018,Junior,2.91,Active,None,18,Male,Yogyakarta
STUD0263,Student_263,Fakultas Ekonomi,Manajemen,2023,Sophomore,2.72,Active,Academic,20,Male,Medan
STUD0264,Student_264,Fakultas Ekonomi,Manajemen,2020,Freshman,2.17,Active,None,24,Female,Medan
STUD0265,Student_265,Fakultas Sastra,Kedokteran,2018,Junior,2.69,Active,None,24,Female,Surabaya
STUD0266,Student_266,Fakultas Kedokteran,Kedokteran,2020,Sophomore,3.07,Active,None,21,Female,Bandung
STUD0267,Student_267,Fakultas Hukum,Kedokteran,2019,Junior,2.17,Active,Sports,20,Male,Makassar
STUD0268,Student_268,Fakultas Hukum,Akuntansi,2020,Sophomore,3.19,Active,None,23,Male,Yogyakarta
STUD0269,Student_269,Fakultas Sastra,Sastra Inggris,2023,Senior,3.39,Graduated,Academic,22,Female,Medan
STUD0270,Student_270,Fakultas Teknik,Teknik Elektro,2023,Sophomore,2.68,Active,None,24,Female,Semarang
STUD0271,Student_271,Fakultas Ekonomi,Sastra Inggris,2022,Freshman,1.8,Active,Academic,19,Male,Denpasar
STUD0272,Student_272,Fakultas Ekonomi,Akuntansi,2020,Sophomore,3.39,Active,None,18,Male,Medan
STUD0273,Student_273,Fakultas Sastra,Akuntansi,2021,Senior,3.13,Active,Sports,19,Male,Medan
STUD0274,Student_274,Fakultas Sastra,Sastra Inggris,2020,Sophomore,3.16,Active,Need-based,20,Female,Jakarta
STUD0275,Student_275,Fakultas Ilmu Komputer,Teknik Informatika,2020,Sophomore,3.37,Active,Need-based,23,Male,Semarang
STUD0276,Student_276,Fakultas Teknik,Sastra Inggris,2023,Freshman,2.94,Active,None,23,Male,Bandung
STUD0277,Student_277,Fakultas Teknik,Akuntansi,2023,Junior,2.73,Active,None,24,Male,Jakarta
STUD0278,Student_278,Fakultas Kedokteran,Teknik Elektro,2019,Senior,2.61,Active,None,22,Male,Palembang
STUD0279,Student_279,Fakultas Kedokteran,Kedokteran,2019,Senior,2.87,Active,None,20,Female,Palembang
STUD0280,Student_280,Fakultas Teknik,Akuntansi,2023,Freshman,2.96,Active,None,20,Female,Medan
STUD0281,Student_281,Fakultas Kedokteran,Sastra Inggris,2019,Senior,3.23,Active,None,22,Female,Yogyakarta
STUD0282,Student_282,Fakultas Ilmu Komputer,Akuntansi,2018,Freshman,3.07,Active,None,20,Female,Denpasar
STUD0283,Student_283,Fakultas Teknik,Sistem Informasi,2019,Junior,4.0,Graduated,Sports,20,Male,Bandung
STUD0284,Student_284,Fakultas Ilmu Komputer,Teknik Elektro,2019,Senior,2.27,Active,None,18,Female,Makassar
STUD0285,Student_285,Fakultas Kedokteran,Teknik Elektro,2022,Freshman,2.85,Active,None,24,Female,Jakarta
STUD0286,Student_286,Fakultas Ilmu Komputer,Sistem Informasi,2020,Senior,2.65,Active,Need-based,23,Female,Denpasar
STUD0287,Student_287,Fakultas Ilmu Komputer,Teknik Informatika,2018,Freshman,2.55,Graduated,None,18,Male,Yogyakarta
STUD0288,Student_288,Fakultas Teknik,Kedokteran,2019,Freshman,2.22,Active,None,23,Male,Palembang
STUD0289,Student_289,Fakultas Teknik,Ilmu Hukum,2022,Freshman,3.31,Active,Sports,21,Female,Palembang
STUD0290,Student_290,Fakultas Teknik,Sistem Informasi,2019,Sophomore,2.47,Active,Need-based,21,Male,Surabaya
STUD0291,Student_291,Fakultas Kedokteran,Teknik Informatika,2018,Junior,2.3,Active,Academic,20,Male,Makassar
STUD0292,Student_292,Fakultas Hukum,Teknik Informatika,2022,Sophomore,2.37,Active,None,21,Female,Medan
STUD0293,Student_293,Fakultas Ekonomi,Teknik Informatika,2021,Senior,1.9,Active,None,18,Female,Makassar
STUD0294,Student_294,Fakultas Kedokteran,Sistem Informasi,2023,Junior,2.15,Inactive,None,21,Female,Bandung
STUD0295,Student_295,Fakultas Ilmu Komputer,Teknik Informatika,2018,Junior,2.69,Active,None,19,Female,Denpasar
STUD0296,Student_296,Fakultas Sastra,Manajemen,2023,Junior,1.7,Active,None,24,Female,Medan
STUD0297,Student_297,Fakultas Ekonomi,Kedokteran,2022,Junior,2.52,Active,None,23,Male,Banjarmasin
STUD0298,Student_298,Fakultas Ilmu Komputer,Manajemen,2020,Senior,2.38,Active,None,20,Male,Surabaya
STUD0299,Student_299,Fakultas Sastra,Manajemen,2022,Sophomore,3.25,Active,None,21,Male,Medan
STUD0300,Student_300,Fakultas Hukum,Manajemen,2021,Sophomore,3.07,Active,None,18,Male,Denpasar
STUD0301,Student_301,Fakultas Hukum,Kedokteran,2022,Freshman,2.58,Active,None,20,Female,Medan
STUD0302,Student_302,Fakultas Ekonomi,Teknik Elektro,2020,Junior,3.82,Graduated,None,21,Female,Medan
STUD0303,Student_303,Fakultas Ekonomi,Teknik Elektro,2022,Junior,2.58,Active,None,21,Male,Denpasar
STUD0304,Student_304,Fakultas Ilmu Komputer,Teknik Elektro,2022,Freshman,2.88,Active,Academic,18,Female,Makassar
STUD0305,Student_305,Fakultas Ilmu Komputer,Ilmu Hukum,2021,Senior,2.68,Active,None,21,Female,Yogyakarta
STUD0306,Student_306,Fakultas Teknik,Ilmu Hukum,2018,Junior,3.04,Active,Academic,22,Male,Palembang
STUD0307,Student_307,Fakultas Sastra,Kedokteran,2020,Sophomore,2.78,Active,Need-based,23,Female,Makassar
STUD0308,Student_308,Fakultas Ekonomi,Teknik Elektro,2022,Sophomore,4.0,Active,None,24,Female,Medan
STUD0309,Student_309,Fakultas Ekonomi,Manajemen,2019,Junior,2.3,Active,None,22,Female,Bandung
STUD0310,Student_310,Fakultas Teknik,Teknik Elektro,2021,Freshman,3.19,Active,Need-based,20,Male,Semarang
STUD0311,Student_311,Fakultas Sastra,Ilmu Hukum,2022,Freshman,2.6,Active,Academic,21,Female,Denpasar
STUD0312,Student_312,Fakultas Kedokteran,Teknik Elektro,2020,Senior,3.74,Active,None,20,Male,Surabaya
STUD0313,Student_313,Fakultas Ilmu Komputer,Teknik Informatika,2019,Junior,2.54,Active,None,19,Female,Jakarta
STUD0314,Student_314,Fakultas Ilmu Komputer,Teknik Elektro,2021,Senior,2.8,Active,Academic,22,Male,Medan
STUD0315,Student_315,Fakultas Ilmu Komputer,Teknik Informatika,2023,Freshman,3.75,Active,Need-based,22,Male,Palembang
STUD0316,Student_316,Fakultas Ekonomi,Manajemen,2018,Senior,1.81,Active,None,23,Female,Makassar
STUD0317,Student_317,Fakultas Sastra,Sastra Inggris,2023,Sophomore,3.74,Active,Academic,23,Male,Medan
STUD0318,Student_318,Fakultas Teknik,Kedokteran,2018,Freshman,3.5,Active,Need-based,21,Female,Denpasar
STUD0319,Student_319,Fakultas Kedokteran,Ilmu Hukum,2021,Freshman,2.97,Active,None,18,Male,Yogyakarta
STUD0320,Student_320,Fakultas Hukum,Manajemen,2020,Junior,2.87,Active,Need-based,19,Male,Jakarta
STUD0321,Student_321,Fakultas Ilmu Komputer,Sistem Informasi,2022,Senior,3.18,Active,None,24,Female,Denpasar
STUD0322,Student_322,Fakultas Ilmu Komputer,Kedokteran,2023,Senior,3.81,Active,None,24,Male,Makassar
STUD0323,Student_323,Fakultas Hukum,Sistem Informasi,2023,Junior,3.7,Active,Need-based,23,Male,Denpasar
STUD0324,Student_324,Fakultas Ekonomi,Sastra Inggris,2018,Freshman,2.73,Active,None,18,Female,Denpasar
STUD0325,Student_325,Fakultas Sastra,Kedokteran,2023,Junior,3.12,Graduated,None,19,Female,Palembang
STUD0326,Student_326,Fakultas Hukum,Manajemen,2020,Junior,2.58,Inactive,None,21,Male,Surabaya
STUD0327,Student_327,Fakultas Ilmu Komputer,Sistem Informasi,2022,Freshman,3.28,Active,None,23,Female,Banjarmasin
STUD0328,Student_328,Fakultas Ekonomi,Sastra Inggris,2022,Freshman,2.65,Active,None,19,Female,Palembang
STUD0329,Student_329,Fakultas Ilmu Komputer,Manajemen,2020,Sophomore,2.72,Active,Academic,22,Female,Yogyakarta
STUD0330,Student_330,Fakultas Kedokteran,Sastra Inggris,2019,Senior,2.8,Active,Academic,19,Male,Makassar
STUD0331,Student_331,Fakultas Sastra,Sastra Inggris,2019,Senior,2.87,Active,Academic,22,Male,Surabaya
STUD0332,Student_332,Fakultas Kedokteran,Sistem Informasi,2023,Junior,3.55,Active,None,22,Male,Bandung
STUD0333,Student_333,Fakultas Teknik,Teknik Informatika,2018,Freshman,3.18,Active,None,20,Male,Palembang
STUD0334,Student_334,Fakultas Teknik,Ilmu Hukum,2022,Senior,3.8,Active,Academic,23,Male,Jakarta
STUD0335,Student_335,Fakultas Ekonomi,Sistem Informasi,2018,Freshman,2.63,Active,None,24,Female,Bandung
STUD0336,Student_336,Fakultas Teknik,Manajemen,2022,Sophomore,2.74,Active,Academic,19,Female,Jakarta
STUD0337,Student_337,Fakultas Hukum,Teknik Informatika,2023,Junior,3.5,Active,None,21,Male,Makassar
STUD0338,Student_338,Fakultas Kedokteran,Sastra Inggris,2022,Freshman,2.69,Active,Academic,23,Male,Yogyakarta
STUD0339,Student_339,Fakultas Teknik,Akuntansi,2022,Senior,2.92,Active,Academic,21,Male,Palembang
STUD0340,Student_340,Fakultas Ilmu Komputer,Sistem Informasi,2023,Sophomore,3.06,Active,None,19,Male,Semarang
STUD0341,Student_341,Fakultas Teknik,Manajemen,2021,Junior,3.26,Inactive,None,23,Male,Jakarta
STUD0342,Student_342,Fakultas Hukum,Kedokteran,2022,Junior,3.41,Active,None,20,Female,Makassar
STUD0343,Student_343,Fakultas Ilmu Komputer,Sistem Informasi,2018,Freshman,3.14,Active,Sports,22,Male,Jakarta
STUD0344,Student_344,Fakultas Kedokteran,Sistem Informasi,2020,Senior,2.81,Active,None,23,Male,Denpasar
STUD0345,Student_345,Fakultas Kedokteran,Akuntansi,2021,Sophomore,2.89,Graduated,None,24,Male,Medan
STUD0346,Student_346,Fakultas Hukum,Sistem Informasi,2021,Sophomore,1.82,Active,None,19,Female,Makassar
STUD0347,Student_347,Fakultas Ilmu Komputer,Manajemen,2019,Senior,3.34,Active,None,19,Female,Medan
STUD0348,Student_348,Fakultas Hukum,Teknik Informatika,2019,Senior,2.5,Active,None,21,Male,Makassar
STUD0349,Student_349,Fakultas Ilmu Komputer,Teknik Elektro,2022,Freshman,2.97,Active,Need-based,21,Female,Surabaya
STUD0350,Student_350,Fakultas Ilmu Komputer,Sistem Informasi,2021,Sophomore,3.55,Active,None,18,Female,Palembang
STUD0351,Student_351,Fakultas Kedokteran,Sistem Informasi,2019,Senior,2.85,Inactive,None,20,Female,Banjarmasin
STUD0352,Student_352,Fakultas Sastra,Akuntansi,2020,Junior,2.74,Inactive,None,18,Male,Bandung
STUD0353,Student_353,Fakultas Hukum,Teknik Elektro,2020,Sophomore,3.3,Active,None,18,Female,Yogyakarta
STUD0354,Student_354,Fakultas Teknik,Kedokteran,2018,Freshman,2.37,Active,None,24,Male,Surabaya
STUD0355,Student_355,Fakultas Ekonomi,Teknik Elektro,2019,Sophomore,3.48,Active,None,22,Female,Jakarta
STUD0356,Student_356,Fakultas Hukum,Teknik Elektro,2020,Sophomore,3.49,Graduated,None,18,Male,Yogyakarta
STUD0357,Student_357,Fakultas Ilmu Komputer,Teknik Elektro,2018,Sophomore,3.09,Inactive,None,18,Male,Palembang
STUD0358,Student_358,Fakultas Teknik,Ilmu Hukum,2018,Sophomore,2.83,Inactive,None,23,Female,Surabaya
STUD0359,Student_359,Fakultas Hukum,Kedokteran,2022,Sophomore,2.46,Active,None,20,Female,Banjarmasin
STUD0360,Student_360,Fakultas Kedokteran,Sistem Informasi,2018,Sophomore,3.32,Active,Need-based,20,Male,Bandung
STUD0361,Student_361,Fakultas Ekonomi,Sastra Inggris,2021,Sophomore,2.86,Active,Sports,20,Female,Yogyakarta
STUD0362,Student_362,Fakultas Teknik,Manajemen,2019,Senior,3.36,Active,None,21,Female,Makassar
STUD0363,Student_363,Fakultas Sastra,Akuntansi,2019,Junior,3.24,Active,None,18,Male,Surabaya
STUD0364,Student_364,Fakultas Hukum,Sastra Inggris,2022,Freshman,2.3,Active,Academic,20,Female,Banjarmasin
STUD0365,Student_365,Fakultas Sastra,Sistem Informasi,2022,Junior,2.55,Active,None,20,Male,Semarang
STUD0366,Student_366,Fakultas Teknik,Teknik Informatika,2020,Senior,3.13,Active,Academic,22,Male,Bandung
STUD0367,Student_367,Fakultas Kedokteran,Akuntansi,2020,Sophomore,3.2,Graduated,Sports,21,Male,Jakarta
STUD0368,Student_368,Fakultas Ekonomi,Teknik Elektro,2019,Freshman,3.07,Active,None,23,Male,Semarang
STUD0369,Student_369,Fakultas Ekonomi,Teknik Elektro,2022,Freshman,2.89,Graduated,None,20,Male,Yogyakarta
STUD0370,Student_370,Fakultas Sastra,Manajemen,2023,Sophomore,3.41,Active,Need-based,20,Female,Surabaya
STUD0371,Student_371,Fakultas Kedokteran,Sastra Inggris,2021,Senior,3.14,Inactive,None,23,Female,Surabaya
STUD0372,Student_372,Fakultas Ilmu Komputer,Kedokteran,2018,Freshman,3.95,Active,None,24,Female,Denpasar
STUD0373,Student_373,Fakultas Ilmu Komputer,Kedokteran,2023,Junior,3.91,Active,None,19,Male,Semarang
STUD0374,Student_374,Fakultas Ekonomi,Manajemen,2023,Junior,2.93,Inactive,None,19,Male,Makassar
STUD0375,Student_375,Fakultas Sastra,Kedokteran,2021,Freshman,2.53,Graduated,Need-based,23,Male,Denpasar
STUD0376,Student_376,Fakultas Ilmu Komputer,Kedokteran,2021,Junior,3.27,Active,Academic,20,Female,Yogyakarta
STUD0377,Student_377,Fakultas Ekonomi,Teknik Informatika,2020,Junior,3.16,Active,None,23,Male,Makassar
STUD0378,Student_378,Fakultas Ekonomi,Sastra Inggris,2021,Senior,2.85,Active,Academic,19,Male,Medan
STUD0379,Student_379,Fakultas Ekonomi,Manajemen,2020,Junior,3.06,Active,None,20,Male,Bandung
STUD0380,Student_380,Fakultas Ilmu Komputer,Sistem Informasi,2021,Freshman,2.64,Graduated,Sports,21,Male,Medan
STUD0381,Student_381,Fakultas Teknik,Manajemen,2021,Senior,3.52,Active,None,21,Male,Palembang
STUD0382,Student_382,Fakultas Ekonomi,Ilmu Hukum,2020,Junior,2.44,Inactive,Academic,24,Male,Medan
STUD0383,Student_383,Fakultas Ekonomi,Manajemen,2019,Sophomore,3.51,Active,None,20,Female,Surabaya
STUD0384,Student_384,Fakultas Kedokteran,Teknik Elektro,2021,Senior,3.69,Active,None,20,Female,Surabaya
STUD0385,Student_385,Fakultas Teknik,Sastra Inggris,2021,Freshman,3.65,Active,None,23,Male,Semarang
STUD0386,Student_386,Fakultas Ekonomi,Teknik Elektro,2018,Junior,3.26,Active,Academic,24,Female,Denpasar
STUD0387,Student_387,Fakultas Ilmu Komputer,Ilmu Hukum,2022,Junior,3.05,Active,None,18,Female,Denpasar
STUD0388,Student_388,Fakultas Sastra,Ilmu Hukum,2020,Sophomore,3.95,Active,None,22,Male,Surabaya
STUD0389,Student_389,Fakultas Hukum,Sistem Informasi,2020,Sophomore,1.74,Active,None,19,Male,Surabaya
STUD0390,Student_390,Fakultas Kedokteran,Teknik Elektro,2020,Freshman,2.94,Inactive,None,23,Female,Makassar
STUD0391,Student_391,Fakultas Ilmu Komputer,Manajemen,2022,Junior,3.49,Active,None,18,Male,Makassar
STUD0392,Student_392,Fakultas Ilmu Komputer,Sastra Inggris,2020,Senior,2.67,Inactive,None,19,Female,Surabaya
STUD0393,Student_393,Fakultas Kedokteran,Sistem Informasi,2021,Senior,2.57,Active,None,22,Male,Yogyakarta
STUD0394,Student_394,Fakultas Teknik,Sistem Informasi,2023,Senior,2.66,Graduated,None,22,Female,Yogyakarta
STUD0395,Student_395,Fakultas Sastra,Teknik Elektro,2023,Freshman,3.01,Active,None,19,Male,Medan
STUD0396,Student_396,Fakultas Ekonomi,Akuntansi,2021,Freshman,2.27,Inactive,None,23,Female,Bandung
STUD0397,Student_397,Fakultas Sastra,Kedokteran,2020,Freshman,3.01,Graduated,None,18,Male,Palembang
STUD0398,Student_398,Fakultas Sastra,Kedokteran,2021,Junior,2.93,Active,Academic,23,Female,Makassar
STUD0399,Student_399,Fakultas Ilmu Komputer,Akuntansi,2023,Sophomore,3.42,Active,None,23,Female,Palembang
STUD0400,Student_400,Fakultas Kedokteran,Teknik Informatika,2020,Senior,2.64,Active,Academic,24,Male,Semarang
STUD0401,Student_401,Fakultas Kedokteran,Sistem Informasi,2019,Sophomore,2.9,Active,Need-based,19,Male,Medan
STUD0402,Student_402,Fakultas Hukum,Teknik Elektro,2021,Sophomore,2.57,Active,None,23,Male,Surabaya
STUD0403,Student_403,Fakultas Hukum,Sistem Informasi,2022,Junior,3.28,Active,Academic,19,Male,Surabaya
STUD0404,Student_404,Fakultas Sastra,Manajemen,2018,Freshman,2.94,Active,Academic,20,Female,Yogyakarta
STUD0405,Student_405,Fakultas Teknik,Kedokteran,2019,Senior,2.82,Active,None,23,Female,Makassar
STUD0406,Student_406,Fakultas Ilmu Komputer,Kedokteran,2023,Sophomore,2.26,Active,Academic,21,Male,Denpasar
STUD0407,Student_407,Fakultas Kedokteran,Teknik Informatika,2020,Freshman,2.7,Inactive,None,20,Male,Banjarmasin
STUD0408,Student_408,Fakultas Ekonomi,Akuntansi,2021,Junior,2.11,Active,None,24,Male,Denpasar
STUD0409,Student_409,Fakultas Hukum,Kedokteran,2022,Freshman,2.95,Active,None,21,Female,Jakarta
STUD0410,Student_410,Fakultas Teknik,Manajemen,2018,Senior,2.57,Inactive,None,18,Female,Jakarta
STUD0411,Student_411,Fakultas Teknik,Ilmu Hukum,2021,Freshman,2.11,Active,None,19,Male,Medan
STUD0412,Student_412,Fakultas Kedokteran,Kedokteran,2022,Junior,3.58,Graduated,None,23,Male,Bandung
STUD0413,Student_413,Fakultas Hukum,Kedokteran,2020,Senior,3.16,Active,None,24,Male,Makassar
STUD0414,Student_414,Fakultas Hukum,Kedokteran,2023,Junior,2.89,Active,None,19,Female,Semarang
STUD0415,Student_415,Fakultas Sastra,Akuntansi,2023,Senior,3.26,Active,None,18,Male,Bandung
STUD0416,Student_416,Fakultas Kedokteran,Sistem Informasi,2018,Sophomore,3.29,Active,None,22,Female,Denpasar
STUD0417,Student_417,Fakultas Kedokteran,Kedokteran,2018,Freshman,3.52,Active,None,23,Female,Makassar
STUD0418,Student_418,Fakultas Teknik,Manajemen,2023,Junior,3.16,Active,None,18,Male,Yogyakarta
STUD0419,Student_419,Fakultas Hukum,Akuntansi,2020,Freshman,2.54,Active,None,21,Male,Banjarmasin
STUD0420,Student_420,Fakultas Ilmu Komputer,Ilmu Hukum,2020,Sophomore,2.71,Active,Academic,20,Male,Makassar
STUD0421,Student_421,Fakultas Ilmu Komputer,Teknik Informatika,2018,Junior,3.04,Active,Academic,24,Male,Medan
STUD0422,Student_422,Fakultas Hukum,Teknik Elektro,2018,Senior,3.21,Inactive,Need-based,23,Female,Makassar
STUD0423,Student_423,Fakultas Hukum,Sastra Inggris,2021,Freshman,4.0,Active,None,22,Male,Palembang
STUD0424,Student_424,Fakultas Sastra,Kedokteran,2023,Senior,2.38,Active,None,23,Female,Palembang
STUD0425,Student_425,Fakultas Ekonomi,Teknik Informatika,2022,Senior,2.36,Inactive,None,24,Female,Palembang
STUD0426,Student_426,Fakultas Teknik,Akuntansi,2019,Senior,2.78,Graduated,Academic,22,Male,Semarang
STUD0427,Student_427,Fakultas Ekonomi,Akuntansi,2022,Freshman,2.58,Active,None,19,Male,Palembang
STUD0428,Student_428,Fakultas Ilmu Komputer,Sistem Informasi,2019,Senior,2.72,Active,None,23,Male,Surabaya
STUD0429,Student_429,Fakultas Teknik,Ilmu Hukum,2019,Senior,2.98,Active,Need-based,20,Male,Denpasar
STUD0430,Student_430,Fakultas Teknik,Teknik Informatika,2018,Freshman,2.65,Active,None,19,Male,Medan
STUD0431,Student_431,Fakultas Sastra,Sistem Informasi,2019,Freshman,3.52,Active,None,18,Female,Bandung
STUD0432,Student_432,Fakultas Ilmu Komputer,Teknik Elektro,2020,Sophomore,3.94,Graduated,None,21,Male,Jakarta
STUD0433,Student_433,Fakultas Ilmu Komputer,Kedokteran,2019,Junior,3.32,Active,Sports,18,Female,Semarang
STUD0434,Student_434,Fakultas Hukum,Akuntansi,2023,Senior,2.83,Active,None,21,Male,Bandung
STUD0435,Student_435,Fakultas Kedokteran,Akuntansi,2022,Freshman,2.84,Active,None,20,Female,Banjarmasin
STUD0436,Student_436,Fakultas Hukum,Sastra Inggris,2022,Junior,2.64,Graduated,Sports,20,Male,Bandung
STUD0437,Student_437,Fakultas Kedokteran,Sastra Inggris,2019,Freshman,2.89,Active,None,23,Male,Bandung
STUD0438,Student_438,Fakultas Hukum,Sistem Informasi,2022,Junior,2.83,Active,Need-based,23,Female,Denpasar
STUD0439,Student_439,Fakultas Ilmu Komputer,Akuntansi,2021,Freshman,3.76,Active,None,23,Male,Banjarmasin
STUD0440,Student_440,Fakultas Ilmu Komputer,Ilmu Hukum,2018,Junior,2.46,Active,Academic,21,Female,Makassar
STUD0441,Student_441,Fakultas Ekonomi,Sistem Informasi,2020,Senior,3.05,Active,None,21,Female,Yogyakarta
STUD0442,Student_442,Fakultas Teknik,Akuntansi,2021,Junior,2.43,Active,None,19,Male,Jakarta
STUD0443,Student_443,Fakultas Hukum,Manajemen,2019,Senior,3.03,Active,Need-based,24,Female,Denpasar
STUD0444,Student_444,Fakultas Sastra,Akuntansi,2023,Sophomore,3.0,Graduated,None,22,Male,Palembang
STUD0445,Student_445,Fakultas Ekonomi,Sastra Inggris,2023,Freshman,2.79,Active,None,20,Female,Medan
STUD0446,Student_446,Fakultas Teknik,Sastra Inggris,2022,Sophomore,2.49,Active,None,21,Female,Palembang
STUD0447,Student_447,Fakultas Sastra,Sistem Informasi,2018,Freshman,3.23,Active,Need-based,22,Male,Palembang
STUD0448,Student_448,Fakultas Sastra,Ilmu Hukum,2023,Junior,2.42,Active,None,24,Male,Bandung
STUD0449,Student_449,Fakultas Ekonomi,Ilmu Hukum,2020,Senior,2.61,Active,None,22,Male,Bandung
STUD0450,Student_450,Fakultas Teknik,Sistem Informasi,2022,Freshman,2.64,Inactive,None,23,Female,Bandung
STUD0451,Student_451,Fakultas Teknik,Teknik Elektro,2018,Junior,3.0,Active,Need-based,21,Female,Semarang
STUD0452,Student_452,Fakultas Kedokteran,Teknik Informatika,2021,Junior,3.32,Inactive,None,22,Female,Semarang
STUD0453,Student_453,Fakultas Ekonomi,Teknik Elektro,2021,Junior,2.59,Active,Academic,18,Female,Medan
STUD0454,Student_454,Fakultas Hukum,Sistem Informasi,2018,Senior,2.86,Active,Sports,19,Female,Yogyakarta
STUD0455,Student_455,Fakultas Teknik,Akuntansi,2019,Senior,2.79,Active,None,22,Male,Banjarmasin
STUD0456,Student_456,Fakultas Sastra,Manajemen,2022,Sophomore,3.71,Active,None,22,Female,Yogyakarta
STUD0457,Student_457,Fakultas Ilmu Komputer,Manajemen,2020,Freshman,3.16,Active,None,20,Male,Palembang
STUD0458,Student_458,Fakultas Kedokteran,Kedokteran,2018,Sophomore,2.22,Active,Academic,20,Female,Surabaya
STUD0459,Student_459,Fakultas Ilmu Komputer,Teknik Informatika,2022,Junior,3.58,Active,None,24,Male,Yogyakarta
STUD0460,Student_460,Fakultas Sastra,Ilmu Hukum,2019,Sophomore,2.84,Active,None,24,Male,Surabaya
STUD0461,Student_461,Fakultas Ekonomi,Ilmu Hukum,2018,Sophomore,3.3,Active,None,23,Female,Banjarmasin
STUD0462,Student_462,Fakultas Sastra,Manajemen,2019,Senior,3.09,Active,Academic,23,Male,Surabaya
STUD0463,Student_463,Fakultas Kedokteran,Ilmu Hukum,2022,Senior,2.64,Graduated,None,20,Male,Makassar
STUD0464,Student_464,Fakultas Kedokteran,Kedokteran,2020,Senior,2.91,Active,Need-based,23,Female,Banjarmasin
STUD0465,Student_465,Fakultas Teknik,Teknik Informatika,2020,Sophomore,2.94,Active,None,21,Female,Makassar
STUD0466,Student_466,Fakultas Sastra,Akuntansi,2020,Junior,3.38,Active,None,24,Female,Jakarta
STUD0467,Student_467,Fakultas Teknik,Teknik Elektro,2021,Sophomore,2.81,Active,None,23,Female,Yogyakarta
STUD0468,Student_468,Fakultas Teknik,Kedokteran,2023,Junior,2.26,Active,None,21,Male,Semarang
